match_key,combo,size
2526_2025-09-19 Lyon-Angers,Adam Karabec + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Adam Karabec + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Dominik Greif,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Khalis Merah,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Corentin Tolisso + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Khalis Merah,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Dominik Greif + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Khalis Merah + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Clinton Mata + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Khalis Merah,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Dominik Greif + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Khalis Merah + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Corentin Tolisso + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Khalis Merah + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Malick Fofana + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Malick Fofana + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Martin Satriano + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Ainsley Maitland-Niles + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Dominik Greif + Khalis Merah,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Dominik Greif + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Dominik Greif + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Dominik Greif + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Dominik Greif + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Dominik Greif + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Khalis Merah + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Khalis Merah + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Khalis Merah + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Khalis Merah + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Khalis Merah + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Corentin Tolisso + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Khalis Merah + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Khalis Merah + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Khalis Merah + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Khalis Merah + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Khalis Merah + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Malick Fofana + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Malick Fofana + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Malick Fofana + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Malick Fofana + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Martin Satriano + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Clinton Mata + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Khalis Merah + Malick Fofana,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Khalis Merah + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Khalis Merah + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Khalis Merah + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Khalis Merah + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Dominik Greif + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Malick Fofana + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Malick Fofana + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Malick Fofana + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Malick Fofana + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Martin Satriano + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Corentin Tolisso + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Malick Fofana + Martin Satriano,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Malick Fofana + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Malick Fofana + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Malick Fofana + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Khalis Merah + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Malick Fofana + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Malick Fofana + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Malick Fofana + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Malick Fofana + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Martin Satriano + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Dominik Greif + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Malick Fofana + Martin Satriano + Moussa Niakhate,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Malick Fofana + Martin Satriano + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Malick Fofana + Martin Satriano + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Malick Fofana + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Malick Fofana + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Malick Fofana + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Martin Satriano + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Khalis Merah + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Malick Fofana + Martin Satriano + Moussa Niakhate + Nicolás Tagliafico,4
2526_2025-09-19 Lyon-Angers,Malick Fofana + Martin Satriano + Moussa Niakhate + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Malick Fofana + Martin Satriano + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Malick Fofana + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-19 Lyon-Angers,Martin Satriano + Moussa Niakhate + Nicolás Tagliafico + Tanner Tessmann,4
2526_2025-09-28 Lille-Lyon,Adam Karabec + Ainsley Maitland-Niles,2
2526_2025-09-28 Lille-Lyon,Adam Karabec + Clinton Mata,2
2526_2025-09-28 Lille-Lyon,Adam Karabec + Corentin Tolisso,2
2526_2025-09-28 Lille-Lyon,Adam Karabec + Dominik Greif,2
2526_2025-09-28 Lille-Lyon,Adam Karabec + Khalis Merah,2
2526_2025-09-28 Lille-Lyon,Adam Karabec + Malick Fofana,2
